customer_id,first_name,last_name,email,birth_date,gender,marital_status,income,credit_score,employment_status,education,state,zip_code,acquisition_date,risk_category
CUST000101,Brittany,Wolf,tina34@example.org,2000-09-02,Female,Married,25000,577,Part-time,Some College,PA,47802,2023-03-09,High
CUST000102,Harry,Smith,joshuamccann@example.net,1982-12-28,Female,Single,36050,718,Full-time,Master's,GA,38791,2023-03-22,Medium
CUST000103,Heidi,Martinez,agarcia@example.net,1978-01-03,Male,Divorced,55745,672,Full-time,Bachelor's,IL,37769,2020-08-05,Medium
CUST000104,Taylor,Alexander,tammyking@example.com,1972-10-10,Male,Married,59381,850,Full-time,Some College,MO,15454,2025-03-29,Low
CUST000105,Lynn,Morales,rayglenda@example.org,1975-05-08,Female,Married,27074,737,Full-time,Some College,FL,20056,2025-04-17,Low
CUST000106,Lisa,Avery,mcknightdavid@example.com,1983-03-22,Male,Married,25000,734,Part-time,High School,GA,79972,2023-06-03,Low
CUST000107,Caitlin,Montgomery,chayes@example.com,1984-01-14,Female,Married,45861,774,Full-time,Bachelor's,WA,77640,2022-11-29,Low
CUST000108,Veronica,Torres,lynchjody@example.org,1978-02-22,Female,Married,129459,792,Full-time,Master's,MI,82488,2022-02-19,Low
CUST000109,Jason,Guerrero,johnarnold@example.org,1975-09-27,Male,Married,25000,776,Full-time,Some College,MD,00851,2021-11-02,Low
CUST000110,Ricky,Norris,ocarter@example.com,1974-03-25,Male,Single,53237,765,Full-time,Bachelor's,WA,93163,2023-05-31,Low
CUST000111,Justin,Heath,mcdanielsandra@example.net,1985-02-13,Male,Married,60781,768,Full-time,Master's,NY,77805,2021-07-25,Low
CUST000112,Donna,Peck,owilson@example.net,1972-09-21,Male,Married,47831,777,Part-time,Doctorate,MD,20029,2022-06-04,Low
CUST000113,Rebekah,Serrano,brownlaura@example.net,1974-12-31,Male,Married,25000,804,Full-time,High School,NY,98668,2024-04-10,Low
CUST000114,Madison,Morse,smartinez@example.com,2002-03-23,Female,Single,25000,703,Full-time,Some College,AZ,92216,2023-02-27,High
CUST000115,Richard,Nelson,mkim@example.org,1983-11-03,Male,Single,36838,812,Full-time,Doctorate,IL,57127,2025-05-30,Low
CUST000116,Jessica,Munoz,davissuzanne@example.net,1991-03-03,Female,Single,25000,631,Self-employed,High School,MO,77456,2020-07-26,High
CUST000117,Stephanie,Key,barbara27@example.net,1956-02-09,Female,Married,25000,731,Retired,High School,MA,85895,2021-01-12,High
CUST000118,Scott,Ramirez,fwalters@example.org,1955-12-07,Female,Single,69227,734,Part-time,Some College,GA,62106,2021-12-26,Medium
CUST000119,Michael,Cook,hodgemark@example.net,1987-03-13,Female,Married,25000,692,Full-time,High School,CA,65443,2021-08-29,Low
CUST000120,Keith,Landry,gibsonleonard@example.com,1966-05-29,Female,Married,44349,770,Full-time,High School,MI,15695,2023-08-26,Low
CUST000121,Tara,Powell,sandovalamy@example.com,1979-07-26,Female,Married,36872,659,Unemployed,Master's,TX,07605,2020-03-30,Low
CUST000122,Jacob,Cox,wgarrett@example.org,1978-12-23,Female,Divorced,31665,809,Full-time,Trade School,MD,27181,2021-07-06,Medium
CUST000123,Joseph,Anderson,samuel71@example.org,1961-07-11,Female,Married,57641,850,Full-time,Bachelor's,FL,83079,2023-11-14,Low
CUST000124,Chelsea,Allen,lancesmith@example.com,1955-03-22,Female,Single,34619,760,Retired,Bachelor's,GA,12718,2023-03-16,High
CUST000125,Jeffrey,Skinner,murraydavid@example.org,1983-04-18,Female,Single,48934,667,Full-time,High School,FL,65824,2022-12-18,High
CUST000126,Sarah,Carter,robert77@example.org,1986-09-09,Female,Married,25000,685,Unemployed,Some College,NY,60372,2025-05-31,High
CUST000127,Andrea,Reyes,michellehill@example.com,1967-05-26,Female,Married,63983,827,Full-time,Bachelor's,TX,45049,2023-06-27,High
CUST000128,Sarah,Romero,campbellkenneth@example.net,1960-10-01,Female,Single,54283,719,Full-time,Bachelor's,GA,76512,2020-01-21,Low
CUST000129,Yolanda,Burns,seanwashington@example.com,1955-08-26,Female,Single,25000,776,Retired,Bachelor's,IN,72841,2025-05-11,Low
CUST000130,Kathryn,Bennett,molly39@example.com,1957-05-15,Male,Married,107427,850,Unemployed,Bachelor's,CA,31114,2020-01-28,Low
CUST000131,Melissa,Jenkins,julie66@example.net,1987-07-09,Male,Married,43185,641,Full-time,Trade School,VA,85962,2020-09-26,Medium
CUST000132,Tina,Simpson,martineztammy@example.com,1984-05-23,Male,Married,60565,817,Full-time,Some College,IN,13655,2025-06-26,Medium
CUST000133,Morgan,Alexander,jsmith@example.com,1985-04-30,Female,Single,153866,850,Self-employed,Master's,MA,86324,2021-09-11,Medium
CUST000134,Tara,Jones,matthew61@example.com,1979-10-12,Female,Married,46351,774,Full-time,Doctorate,CO,88890,2022-10-05,Low
CUST000135,Michele,James,courtney78@example.org,1966-10-05,Male,Single,51821,664,Full-time,Bachelor's,CO,81432,2025-02-18,High
CUST000136,Casey,Welch,wendy16@example.org,1994-08-01,Male,Married,60141,690,Self-employed,Bachelor's,AZ,83567,2020-03-26,High
CUST000137,Jane,Garcia,heatherberger@example.org,1980-12-19,Female,Divorced,118660,817,Full-time,Bachelor's,CA,43017,2025-02-06,Medium
CUST000138,Laura,Carter,ryan38@example.com,1970-12-03,Female,Single,25000,695,Full-time,Bachelor's,CA,74678,2022-10-06,Medium
CUST000139,Erin,White,christianpitts@example.net,1965-06-05,Female,Divorced,48015,848,Self-employed,Master's,WI,90040,2023-11-05,Low
CUST000140,John,Durham,jesselittle@example.com,1971-07-18,Female,Single,77346,849,Full-time,Master's,CA,33967,2022-04-01,Low
CUST000141,Elizabeth,Nolan,rsantana@example.net,1999-09-04,Male,Single,25000,627,Full-time,Bachelor's,AZ,21207,2024-02-29,Low
CUST000142,Charles,Landry,danielle64@example.com,1955-11-16,Female,Divorced,72202,699,Retired,Bachelor's,VA,40100,2022-03-26,Low
CUST000143,James,Cruz,yrodriguez@example.net,1979-02-28,Female,Divorced,25000,596,Full-time,Some College,WA,47550,2025-01-11,High
CUST000144,Bailey,Haney,andrew64@example.org,1984-07-24,Male,Single,102372,724,Full-time,Master's,NY,74678,2020-05-20,High
CUST000145,Michelle,Osborne,lozanojulie@example.com,1993-07-25,Female,Married,25000,697,Full-time,Some College,WA,30663,2023-12-14,High
CUST000146,Catherine,Gomez,christinebyrd@example.net,1995-03-30,Male,Married,29211,641,Full-time,Some College,MI,86901,2024-05-25,High
CUST000147,Erin,Taylor,bergerdebbie@example.com,1982-08-30,Female,Married,43259,705,Full-time,High School,NC,58280,2021-07-12,High
CUST000148,Arthur,Diaz,christopherphillips@example.net,1971-10-25,Male,Married,58394,802,Part-time,Some College,MD,54961,2022-12-08,Low
CUST000149,Gregory,Anderson,alyssa42@example.com,1970-02-11,Female,Single,54780,794,Full-time,Bachelor's,FL,63657,2024-01-02,Medium
CUST000150,Tammy,Phillips,linda71@example.org,1981-09-16,Female,Single,75279,735,Full-time,Bachelor's,MA,99349,2024-01-18,Low
CUST000151,Tammy,Dalton,zcoffey@example.net,1988-09-16,Male,Married,31528,738,Full-time,High School,MO,48443,2024-04-26,Low
CUST000152,Christopher,Foster,amanda75@example.net,1974-08-27,Female,Single,59675,769,Full-time,Some College,GA,98675,2024-10-30,Medium
CUST000153,Emily,Richards,daniel37@example.org,2002-01-23,Male,Married,25000,733,Part-time,Bachelor's,IL,81706,2021-03-03,Medium
CUST000154,Nicole,Hoffman,deborahreid@example.com,1955-02-28,Female,Married,50510,723,Full-time,Some College,TX,92392,2023-04-10,Medium
CUST000155,Kevin,Ortiz,brandonjohnson@example.com,2007-07-04,Male,Married,31820,733,Full-time,Bachelor's,TN,15721,2021-09-09,High
CUST000156,Colton,Clay,paulwatson@example.net,1980-10-21,Female,Single,52792,704,Full-time,Bachelor's,OH,91790,2023-01-12,High
CUST000157,Sonya,Barnes,nicolepena@example.com,1976-01-13,Male,Divorced,71918,756,Full-time,Bachelor's,NC,81195,2020-12-26,Low
CUST000158,Ricky,Lynn,vaughnjeff@example.com,1960-11-07,Female,Single,33330,785,Full-time,Some College,IN,31448,2023-09-01,Low
CUST000159,Melissa,Garcia,amy50@example.com,1967-03-17,Female,Single,25000,760,Part-time,Bachelor's,NC,36661,2022-12-26,High
CUST000160,James,Martinez,ndavis@example.net,1987-01-06,Female,Divorced,27670,740,Full-time,Trade School,MA,84320,2020-09-09,Medium
CUST000161,Carla,Smith,john29@example.org,1988-03-31,Male,Single,57866,757,Full-time,Trade School,NY,09493,2022-07-05,Medium
CUST000162,Maria,Spencer,lisahall@example.org,1976-11-16,Male,Married,40256,718,Self-employed,Doctorate,WI,78617,2021-11-02,Medium
CUST000163,Aaron,Garrison,vanessafernandez@example.org,1963-05-06,Female,Widowed,25000,745,Part-time,Some College,WI,14909,2025-05-04,Low
CUST000164,Donna,Johnson,howardkristina@example.net,1991-02-21,Female,Married,50104,765,Full-time,Some College,CO,42938,2024-04-24,High
CUST000165,Alfred,Baker,judyfox@example.net,1973-02-22,Male,Married,32581,781,Full-time,Master's,MA,08831,2022-02-06,Medium
CUST000166,Thomas,Strickland,hayesjeffrey@example.net,1986-08-06,Male,Married,25000,674,Full-time,Trade School,OH,06184,2022-01-11,Medium
CUST000167,Jessica,Kerr,stephen00@example.com,2003-06-30,Female,Single,91303,675,Full-time,Master's,AZ,53141,2021-11-02,High
CUST000168,Ronald,Rodriguez,fjones@example.com,1962-07-22,Female,Married,26838,693,Full-time,High School,CO,80231,2024-11-22,Medium
CUST000169,Eddie,Martinez,oscar98@example.com,1985-02-09,Male,Married,60662,764,Part-time,Trade School,GA,59970,2024-05-02,Medium
CUST000170,William,Jordan,farrelldebra@example.net,1948-02-23,Male,Divorced,32191,800,Retired,Bachelor's,PA,94982,2022-08-13,Medium
CUST000171,Michelle,Jordan,robertwilcox@example.com,1979-03-05,Male,Married,103092,777,Full-time,Bachelor's,GA,55025,2021-10-25,Low
CUST000172,Jessica,Edwards,elizabeth52@example.net,2000-09-16,Male,Married,25000,708,Full-time,Some College,GA,62664,2024-02-23,High
CUST000173,Carlos,Decker,reynoldsjulie@example.com,1965-07-25,Male,Single,29849,687,Full-time,Bachelor's,MD,17555,2023-11-06,Medium
CUST000174,Angela,Willis,elizabeth65@example.net,1992-03-21,Female,Married,36209,700,Self-employed,Bachelor's,AZ,98842,2025-04-19,Low
CUST000175,Rodney,Moon,schmittcaroline@example.com,1992-12-09,Female,Married,48202,605,Full-time,Bachelor's,WI,14080,2021-02-17,High
CUST000176,Becky,Lewis,gwalker@example.com,1975-11-23,Female,Married,49143,763,Part-time,Some College,GA,73411,2023-06-10,Medium
CUST000177,Michael,Farmer,lindsaybruce@example.net,1974-12-01,Female,Single,72707,766,Part-time,Some College,MD,80923,2023-09-30,Low
CUST000178,Emily,Hawkins,anthony44@example.com,1975-09-01,Female,Married,25000,724,Full-time,High School,CA,46510,2022-12-03,Medium
CUST000179,Adam,Kane,vjones@example.net,2007-07-04,Male,Single,45321,718,Part-time,Bachelor's,TN,04519,2023-02-25,High
CUST000180,Christopher,Moreno,vbarnes@example.org,1971-07-22,Male,Married,80035,745,Self-employed,Master's,MA,49004,2025-03-04,Low
CUST000181,Larry,Nguyen,wareeric@example.net,1998-06-11,Female,Married,54427,722,Full-time,Bachelor's,MA,07023,2021-08-24,High
CUST000182,Emily,Nelson,ctucker@example.com,2002-04-02,Male,Married,25000,707,Student,High School,MI,36305,2020-05-11,Medium
CUST000183,Jason,Hunt,russell49@example.com,1977-02-18,Male,Single,69467,850,Full-time,Bachelor's,WA,69567,2020-02-07,Low
CUST000184,Elizabeth,Williams,djoyce@example.org,1977-10-15,Female,Single,28693,695,Full-time,Bachelor's,TX,27295,2022-12-14,Medium
CUST000185,Kevin,Clark,kathrynroberts@example.org,1956-05-30,Male,Married,63454,850,Part-time,High School,IL,01514,2021-10-25,Low
CUST000186,Tyler,Jordan,omarpadilla@example.net,1972-03-16,Male,Single,34045,695,Part-time,Bachelor's,IN,73734,2021-04-25,Medium
CUST000187,Martha,Drake,sandersjudy@example.com,1995-11-13,Female,Married,110124,751,Full-time,Bachelor's,TN,02957,2020-03-18,Medium
CUST000188,Steve,Miller,barbara96@example.net,1975-12-13,Male,Married,25000,749,Full-time,Trade School,WA,84405,2024-07-11,Low
CUST000189,Robert,Wilson,burchgeorge@example.net,1986-09-04,Female,Single,56766,664,Full-time,Bachelor's,NY,60806,2021-12-04,Low
CUST000190,Marilyn,Gillespie,kimdaniel@example.com,1979-01-03,Female,Single,31251,710,Self-employed,High School,VA,77685,2022-09-11,Low
CUST000191,Richard,Miller,julie35@example.org,1994-10-25,Female,Single,33815,691,Full-time,Master's,WA,10512,2024-10-18,Medium
CUST000192,William,Wilson,rebeccabailey@example.net,1964-09-15,Male,Married,90336,850,Full-time,Some College,CO,85100,2023-11-23,Low
CUST000193,Lisa,Young,jonathanthompson@example.org,1963-02-09,Female,Single,45116,764,Unemployed,Master's,MO,86419,2024-05-23,High
CUST000194,Charles,Bean,kmarshall@example.net,1973-07-04,Male,Single,42808,706,Full-time,Bachelor's,CA,59339,2024-09-27,Medium
CUST000195,Erin,Macias,michelle52@example.com,1995-09-28,Female,Single,56179,700,Part-time,Master's,TX,09451,2021-06-12,Medium
CUST000196,Taylor,Welch,brittany58@example.org,1999-07-02,Male,Married,63499,737,Full-time,Doctorate,VA,41186,2025-03-18,High
CUST000197,Steven,Johnson,marie11@example.net,1980-03-11,Male,Divorced,37852,696,Part-time,Master's,NY,78368,2022-08-17,Medium
CUST000198,William,Ford,colelisa@example.net,1978-08-31,Female,Married,73642,749,Full-time,Some College,TX,25173,2020-02-27,Medium
CUST000199,Marc,Alvarez,susanhayes@example.com,1981-06-02,Male,Married,45245,724,Full-time,Doctorate,AZ,94127,2023-12-30,High
