customer_id,customer_tenure_years,annualized_premium,retention_probability,adjusted_retention_probability,expected_lifetime_years,risk_premium_multiplier,predicted_annual_premium,customer_lifetime_premium_value,clpv_segment,satisfaction_adjustment,payment_reliability_adjustment,avg_satisfaction_score,satisfaction_resolution_rate,first_name,last_name,risk_category,total_premium
CUST000286,3.052703627652293,26734.04626008969,0.65,0.5850000000000001,2.3775000000000004,1.2,32080.855512107628,76272.2339800359,High Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Jesse,Rodgers,High,81611.12000000001
CUST000287,0.2792607802874743,94846.61602941179,0.75,0.8250000000000001,2.7375,1.0,94846.61602941179,259642.61138051475,High Value,1.0,1.1,3.5,0.5,Wendy,Sanders,Medium,26486.940000000002
CUST000291,1.5852156057494866,31635.980505181353,0.75,0.77625,2.6643749999999997,1.0,31635.980505181353,84290.11555849256,High Value,1.15,0.9,4.0,0.5,Emily,Lee,Medium,50149.850000000006
CUST000299,0.10130047912388775,173108.46060810811,0.85,0.935,2.9025,0.9,155797.6145472973,452202.5762235304,High Value,1.0,1.1,3.5,1.0,Rebecca,Harris,Low,17535.97
CUST000323,3.8576317590691307,29223.351797374027,0.65,0.5265000000000001,2.28975,1.2,35068.022156848834,80297.00373364463,High Value,0.9,0.9,3.0,0.8,Oscar,Ferguson,High,112732.93000000001
CUST000332,0.15605749486652978,195800.65684210524,0.85,0.95,2.925,0.9,176220.59115789473,515445.22913684207,High Value,1.15,1.1,4.0,1.0,Andrea,Smith,Low,30556.16
CUST000339,1.377138945927447,76734.63909542742,0.75,0.6075,2.41125,1.0,76734.63909542742,185026.39851884937,High Value,0.9,0.9,3.0,0.0,Rachel,Schwartz,Medium,105674.26
CUST000342,3.1978097193702943,37143.2731849315,0.65,0.468,2.202,1.2,44571.9278219178,98147.385063863,High Value,0.8,0.9,2.5,0.0,John,Davenport,High,118777.12
CUST000346,0.1998631074606434,154504.45253424658,0.75,0.77625,2.6643749999999997,1.0,154504.45253424658,411657.8007209332,High Value,1.15,0.9,4.0,1.0,Ryan,Frazier,Medium,30879.74
CUST000348,1.7932922655715264,27851.85156870229,0.85,0.6885,2.53275,0.9,25066.66641183206,63487.59935456765,High Value,0.9,0.9,3.4,0.6,Peter,Ward,Low,49946.51
CUST000350,2.737850787132101,24745.727677500003,0.75,0.77625,2.6643749999999997,1.0,24745.727677500003,65931.89818073907,High Value,1.15,0.9,5.0,1.0,Dakota,Davis,Medium,67750.11
CUST000353,0.08487337440109514,681931.5292741936,0.85,0.935,2.9025,0.9,613738.3763467743,1781375.6373465122,High Value,1.0,1.1,3.5,1.0,Bryan,Hamilton,Low,57877.83
CUST000354,1.3661875427789185,26767.24743486974,0.75,0.77625,2.6643749999999997,1.0,26767.24743486974,71317.98488428106,High Value,1.15,0.9,4.0,1.0,Johnathan,Wright,Medium,36569.08
CUST000362,0.06844626967830253,83083.7097,0.85,0.8797499999999999,2.819625,0.9,74775.33873,210838.41446657624,High Value,1.15,0.9,4.0,1.0,Vicki,Mendoza,Low,5686.77
CUST000364,0.837782340862423,36724.80129901961,0.65,0.5265000000000001,2.28975,1.2,44069.76155882353,100908.73652931619,High Value,0.9,0.9,3.0,0.0,Gabriel,Salazar,High,30767.39
CUST000369,0.6625598904859685,26644.097014462805,0.85,0.765,2.6475,0.9,23979.687313016526,63486.22216121125,High Value,1.0,0.9,3.5,1.0,Darin,Sweeney,Low,17653.309999999998
CUST000373,0.2792607802874743,143235.29411764708,0.85,0.95,2.925,0.9,128911.76470588238,377066.91176470596,High Value,1.15,1.1,4.0,1.0,Barbara,Lloyd,Low,40000.0
CUST000374,0.03559206023271732,449538.4615384615,0.85,0.935,2.9025,0.9,404584.6153846154,1174306.846153846,High Value,1.0,1.1,3.5,1.0,Emily,Burns,Low,16000.0
CUST000384,0.10677618069815195,170315.41942307694,0.85,0.935,2.9025,0.9,153283.87748076924,444906.45438793267,High Value,1.0,1.1,3.5,1.0,Lynn,Williams,Low,18185.63
CUST000385,0.4353182751540041,80146.16429245281,0.75,0.6075,2.41125,1.0,80146.16429245281,193252.43865017683,High Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Maria,Potter,Medium,34889.09
CUST000393,0.31759069130732376,117682.92025862068,0.75,0.77625,2.6643749999999997,1.0,117682.92025862068,313551.43066406244,High Value,1.15,0.9,4.0,1.0,Zachary,Ramirez,Medium,37375.0
CUST000394,1.0787132101300478,43870.45560913706,0.75,0.675,2.5125,1.0,43870.45560913706,110224.51971795688,High Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Misty,Boone,Medium,47323.64
CUST000407,1.1882272416153319,105061.23376728111,0.75,0.6075,2.41125,1.0,105061.23376728111,253328.89992135658,High Value,0.9,0.9,3.3333333333333335,1.0,Peggy,Taylor,Medium,124836.62
CUST000411,0.13415468856947296,112121.76153061225,0.85,0.7480000000000001,2.622,0.9,100909.58537755102,264584.93285993877,High Value,0.8,1.1,2.0,0.0,Paul,Allen,Low,15041.66
CUST000412,2.4722792607802875,27025.733322259137,0.65,0.5265000000000001,2.28975,1.2,32430.879986710963,74258.60744957143,High Value,0.9,0.9,3.0,0.5,David,Valencia,High,66815.16
CUST000413,2.0451745379876796,27291.8662751004,0.75,0.6075,2.41125,1.0,27291.8662751004,65807.51255583584,High Value,0.9,0.9,3.25,1.0,Stephanie,Townsend,Medium,55816.63
CUST000417,1.6591375770020533,40757.403688118815,0.75,0.675,2.5125,1.0,40757.403688118815,102402.97676639853,High Value,1.0,0.9,3.5,0.8333333333333334,Mark,Willis,Medium,67622.14
CUST000418,0.8268309377138946,62890.72847682119,0.75,0.675,2.5125,1.0,62890.72847682119,158012.95529801326,High Value,0.9,1.0,3.0,0.6666666666666666,John,Middleton,Medium,52000.0
CUST000424,1.3442847364818618,30945.824847250507,0.75,0.77625,2.6643749999999997,1.0,30945.824847250507,82451.28207739306,High Value,1.15,0.9,4.0,1.0,Jennifer,Perez,Medium,41600.0
CUST000430,1.264887063655031,28020.406737012985,0.75,0.6075,2.41125,1.0,28020.406737012985,67564.20574462255,High Value,0.9,0.9,3.3333333333333335,1.0,John,Richardson,Medium,35442.65
CUST000431,0.22176591375770022,52279.765648148146,0.75,0.94875,2.9231249999999998,1.0,52279.765648148146,152820.28996024304,High Value,1.15,1.1,4.0,1.0,Rachel,Hodges,Medium,11593.87
CUST000441,3.0198494182067077,28420.546230734362,0.75,0.675,2.5125,1.0,28420.546230734362,71406.6224047201,High Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Kevin,Bush,Medium,85825.77
CUST000443,0.26283367556468173,75853.483984375,0.85,0.7480000000000001,2.622,0.9,68268.1355859375,178999.05150632813,High Value,0.8,1.1,2.5,1.0,Lori,Thompson,Low,19936.85
CUST000446,0.3915126625598905,58170.813304195806,0.85,0.95,2.925,0.9,52353.73197377623,153134.66602329546,High Value,1.15,1.1,4.0,1.0,Wendy,Gonzalez,Low,22774.61
CUST000455,0.5366187542778919,160406.17163265307,0.65,0.5265000000000001,2.28975,1.2,192487.40595918367,440748.0377950408,High Value,0.9,0.9,3.0,0.5,Joseph,Velasquez,High,86076.96
CUST000458,1.514031485284052,46504.44240054249,0.75,0.675,2.5125,1.0,46504.44240054249,116842.411531363,High Value,1.0,0.9,3.5,1.0,Mary,Cochran,Medium,70409.18999999999
CUST000464,0.2464065708418891,31239.62958333333,0.85,0.95,2.925,0.9,28115.666624999998,82238.32487812499,High Value,1.15,1.1,4.5,1.0,Grant,Novak,Low,7697.65
CUST000469,0.216290212183436,40322.62908227848,0.85,0.6120000000000001,2.418,0.9,36290.366174050636,87750.10540885445,High Value,0.8,0.9,2.5,0.0,Sean,Baker,Low,8721.39
CUST000472,0.17522245037645448,139542.7923046875,0.85,0.7480000000000001,2.622,0.9,125588.51307421875,329293.08128060156,High Value,0.8,1.1,2.0,0.0,Gloria,Martin,Low,24451.03
CUST000475,4.0,32592.5375,0.75,0.5400000000000001,2.3100000000000005,1.0,32592.5375,75288.76162500001,High Value,0.8,0.9,1.6666666666666667,0.3333333333333333,Anthony,Dunlap,Medium,130370.15
CUST000477,1.325119780971937,30213.857324380162,0.75,0.77625,2.6643749999999997,1.0,30213.857324380162,80501.04610864539,High Value,1.15,0.9,4.0,0.75,Joseph,Campbell,Medium,40036.979999999996
CUST000479,0.8213552361396304,28409.534600000003,0.75,0.675,2.5125,1.0,28409.534600000003,71378.95568250002,High Value,1.0,0.9,3.5,1.0,Timothy,Davis,Medium,23334.32
CUST000482,1.9876796714579055,66358.35838842975,0.65,0.5265000000000001,2.28975,1.2,79630.03006611571,182332.86134388845,High Value,0.9,0.9,3.3333333333333335,0.3333333333333333,Jose,Marshall,High,131899.16
CUST000493,0.6598220396988365,71562.2655186722,0.75,0.6075,2.41125,1.0,71562.2655186722,172554.5127318983,High Value,0.9,0.9,3.0,0.0,Chelsea,Johnson,Medium,47218.36
CUST000507,2.524298425735797,32087.743340563997,0.75,0.77625,2.6643749999999997,1.0,32087.743340563997,85493.78116301518,High Value,1.15,0.9,4.0,0.5,Jeffery,Turner,Medium,80999.04000000001
CUST000518,0.8733744010951403,65163.531159874605,0.75,0.675,2.5125,1.0,65163.531159874605,163723.37203918496,High Value,1.0,0.9,3.5,1.0,Kenneth,Brown,Medium,56912.159999999996
CUST000524,1.1334702258726899,36966.502554347826,0.75,0.75,2.625,1.0,36966.502554347826,97037.06920516305,High Value,1.0,1.0,3.5,1.0,Erica,Sims,Medium,41900.43
CUST000527,0.5147159479808351,69871.21759308511,0.75,0.77625,2.6643749999999997,1.0,69871.21759308511,186163.1253745761,High Value,1.15,0.9,4.0,1.0,Karen,Martin,Medium,35963.83
CUST000528,1.0485968514715949,90597.25848563969,0.75,0.6075,2.41125,1.0,90597.25848563969,218452.63952349868,High Value,0.9,0.9,3.3333333333333335,1.0,Jason,Johnson,Medium,95000.0
CUST000529,0.3586584531143053,90264.09309160306,0.85,0.935,2.9025,0.9,81237.68378244276,235792.3771785401,High Value,1.0,1.1,3.5,1.0,Nancy,Scott,Low,32373.980000000003
CUST000534,1.7713894592744694,33369.697268160744,0.75,0.6075,2.41125,1.0,33369.697268160744,80462.6825378526,High Value,0.9,0.9,3.0,0.5,Teresa,Howard,Medium,59110.73
CUST000538,0.05475701574264202,616955.645625,0.75,0.7425000000000002,2.6137500000000005,1.0,616955.645625,1612567.818752344,High Value,0.9,1.1,3.3333333333333335,1.0,Brendan,Li,Medium,33782.65
CUST000543,0.7200547570157426,96984.42975285172,0.75,0.6075,2.41125,1.0,96984.42975285172,233853.7062415637,High Value,0.9,0.9,3.0,0.5,Dale,Pruitt,Medium,69834.1
CUST000553,3.3073237508555784,53724.65878311258,0.75,0.675,2.5125,1.0,53724.65878311258,134983.20519257037,High Value,1.0,0.9,3.5,0.5,Richard,Johnson,Medium,177684.84
CUST000554,3.652292950034223,30676.068851199405,0.75,0.675,2.5125,1.0,30676.068851199405,77073.62298863851,High Value,1.0,0.9,3.5,1.0,Kevin,Romero,Medium,112037.99
CUST000555,2.1765913757700206,24881.362943396223,0.75,0.77625,2.6643749999999997,1.0,24881.362943396223,66293.2813923113,High Value,1.15,0.9,4.0,1.0,Marcia,Velasquez,Medium,54156.56
CUST000556,0.8213552361396304,56989.48267500001,0.75,0.5400000000000001,2.3100000000000005,1.0,56989.48267500001,131645.70497925003,High Value,0.8,0.9,2.8,0.6,Thomas,Sandoval,Medium,46808.61
CUST000558,0.947296372347707,40137.17471098266,0.65,0.5850000000000001,2.3775000000000004,1.2,48164.60965317919,114511.35945043355,High Value,1.0,0.9,3.5,1.0,Travis,Underwood,High,38021.8
CUST000569,0.1806981519507187,33204.54545454545,0.85,0.7480000000000001,2.622,0.9,29884.090909090904,78356.08636363635,High Value,0.8,1.1,2.0,1.0,Emily,English,Low,6000.0
CUST000571,0.8542094455852156,27699.506394230768,0.85,0.765,2.6475,0.9,24929.55575480769,66000.99886085336,High Value,0.9,1.0,3.3333333333333335,1.0,Frances,Thomas,Low,23661.18
CUST000577,0.17796030116358658,111656.41926923077,0.85,0.6885,2.53275,0.9,100490.7773423077,254518.01631372984,High Value,0.9,0.9,3.3333333333333335,1.0,Gregory,Fleming,Low,19870.41
CUST000580,0.03559206023271732,375156.4228846154,0.75,0.94875,2.9231249999999998,1.0,375156.4228846154,1096629.1186445912,High Value,1.15,1.1,4.0,1.0,Christina,Stanley,Medium,13352.59
CUST000581,1.2320328542094456,37592.585166666664,0.75,0.6075,2.41125,1.0,37592.585166666664,90645.12098312499,High Value,0.9,0.9,3.0,1.0,Kristen,Stewart,Medium,46315.299999999996
CUST000582,0.999315537303217,52356.29593150685,0.75,0.675,2.5125,1.0,52356.29593150685,131545.19352791097,High Value,1.0,0.9,3.5,1.0,Robert,Herrera,Medium,52320.46
CUST000592,4.837782340862423,28086.222245331068,0.75,0.675,2.5125,1.0,28086.222245331068,70566.63339139431,High Value,1.0,0.9,3.5,0.5,Richard,Stewart,Medium,135875.03
CUST000595,0.5995893223819302,61279.72702054794,0.75,0.5400000000000001,2.3100000000000005,1.0,61279.72702054794,141556.16941746578,High Value,0.8,0.9,2.0,1.0,Lynn,Johnson,Medium,36742.67
CUST000597,1.0485968514715949,25605.093093994776,0.75,0.77625,2.6643749999999997,1.0,25605.093093994776,68221.56991231232,High Value,1.15,0.9,4.0,1.0,Donald,Williams,Medium,26849.42
CUST000599,0.5065023956194388,58301.185256756755,0.65,0.5850000000000001,2.3775000000000004,1.2,69961.4223081081,166333.28153752704,High Value,1.0,0.9,3.5,1.0,Jeffrey,Davenport,High,29529.690000000002
CUST000603,0.4736481861738535,47471.838078034685,0.85,0.6120000000000001,2.418,0.9,42724.654270231214,103308.21402541909,High Value,0.8,0.9,2.0,1.0,Christina,Torres,Low,22484.95
CUST000609,0.49555099247091033,39547.837251381214,0.85,0.8415000000000001,2.7622500000000003,0.9,35593.05352624309,98316.912102865,High Value,0.9,1.1,3.2,0.8,Jorge,Shannon,Low,19597.969999999998
CUST000621,2.8747433264887063,41208.35029285714,0.75,0.6075,2.41125,1.0,41208.35029285714,99363.63464365178,High Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Jerry,Shepherd,Medium,118463.43
CUST000630,2.0451745379876796,29631.26074297189,0.75,0.6075,2.41125,1.0,29631.26074297189,71448.37746649096,High Value,0.9,0.9,3.0,1.0,Timothy,Anderson,Medium,60601.1
CUST000631,1.1745379876796715,29627.717762237757,0.75,0.6075,2.41125,1.0,29627.717762237757,71439.83445419579,High Value,0.9,0.9,3.0,0.0,Alexa,Wood,Medium,34798.88
