customer_id,customer_tenure_years,annualized_premium,retention_probability,adjusted_retention_probability,expected_lifetime_years,risk_premium_multiplier,predicted_annual_premium,customer_lifetime_premium_value,clpv_segment,satisfaction_adjustment,payment_reliability_adjustment,avg_satisfaction_score,satisfaction_resolution_rate,first_name,last_name,risk_category,policy_types_count,total_premium,cross_sell_priority,estimated_additional_premium
CUST000028,3.2279260780287475,34077.608142493635,0.75,0.6075,2.41125,1.0,34077.608142493635,82169.63263358777,High Value,0.9,0.9,3.0,0.0,John,Kennedy,Medium,2,110000.0,Low Priority,22000.0
CUST000029,3.1019849418206706,1071.9394395410416,0.75,0.77625,2.6643749999999997,1.0,1071.9394395410416,2856.048644227162,Low Value,1.15,0.9,4.0,1.0,Michael,Jenkins,Medium,2,3325.1400000000003,Low Priority,665.0280000000001
CUST000030,3.4934976043805612,27708.620689655174,0.75,0.6075,2.41125,1.0,27708.620689655174,66812.41163793103,High Value,0.9,0.9,3.0,0.5,Richard,Morgan,Medium,2,96800.0,Low Priority,19360.0
CUST000038,1.7084188911704312,14048.076923076924,0.65,0.5265000000000001,2.28975,1.2,16857.69230769231,38599.900961538464,Medium Value,0.9,0.9,3.0,0.0,David,Zamora,High,2,24000.0,Low Priority,4800.0
CUST000042,0.5174537987679672,9699.532619047617,0.75,0.94875,2.9231249999999998,1.0,9699.532619047617,28352.946287053564,Medium Value,1.15,1.1,4.0,1.0,Nicole,Suarez,Medium,2,5019.0599999999995,Medium Priority,2007.6239999999998
CUST000043,2.116358658453114,14364.294954721863,0.75,0.77625,2.6643749999999997,1.0,14364.294954721863,38271.86836998706,Medium Value,1.15,0.9,4.0,0.6666666666666666,Cheryl,Archer,Medium,2,30400.0,Medium Priority,12160.0
CUST000051,3.676933607118412,2398.2619601638125,0.65,0.67275,2.509125,1.2,2877.914352196575,7221.04684895523,Low Value,1.15,0.9,4.0,1.0,Michelle,Cherry,High,2,8818.25,Low Priority,1763.65
CUST000052,1.88911704312115,0.0,0.85,0.95,2.925,0.9,0.0,0.0,Low Value,1.15,1.1,4.0,0.6666666666666666,Kimberly,Jenkins,Low,0,0.0,Low Priority,0.0
CUST000054,4.027378507871321,3565.1056815091774,0.75,0.6075,2.41125,1.0,3565.1056815091774,8596.361074539003,Low Value,0.9,0.9,3.0,1.0,Lori,Savage,Medium,2,14358.029999999999,Low Priority,2871.6059999999998
CUST000055,0.22176591375770022,54111.11111111111,0.85,0.95,2.925,0.9,48700.0,142447.5,High Value,1.15,1.1,4.0,1.0,Michelle,Rasmussen,Low,1,12000.0,High Priority,7200.0
CUST000056,1.4428473648186173,3049.5672011385195,0.75,0.5400000000000001,2.3100000000000005,1.0,3049.5672011385195,7044.500234629982,Low Value,0.8,0.9,2.5,0.5,Mark,Johnson,Medium,2,4400.0599999999995,Low Priority,880.012
CUST000058,4.692676249144422,1843.1252319136518,0.75,0.6075,2.41125,1.0,1843.1252319136518,4444.235715451792,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,James,Williams,Medium,2,8649.189999999999,Low Priority,1729.8379999999997
CUST000059,3.468856947296372,2104.1686385161797,0.75,0.5400000000000001,2.3100000000000005,1.0,2104.1686385161797,4860.629554972376,Low Value,0.8,0.9,2.75,1.0,Jennifer,Harmon,Medium,2,7299.0599999999995,Low Priority,1459.812
CUST000062,1.5058179329226558,0.0,0.85,0.935,2.9025,0.9,0.0,0.0,Low Value,1.0,1.1,3.5,1.0,Erica,Orr,Low,0,0.0,Low Priority,0.0
CUST000071,1.0130047912388775,14905.299689189187,0.75,0.5400000000000001,2.3100000000000005,1.0,14905.299689189187,34431.24228202703,Medium Value,0.8,0.9,2.3333333333333335,1.0,Maria,Kelley,Medium,2,15099.14,Medium Priority,6039.656
CUST000073,2.2888432580424367,2131.3080233253586,0.65,0.67275,2.509125,1.2,2557.56962799043,6417.261892831488,Low Value,1.15,0.9,4.0,1.0,Jennifer,Young,High,2,4878.23,Low Priority,975.646
CUST000075,3.652292950034223,2273.360903298351,0.75,0.77625,2.6643749999999997,1.0,2273.360903298351,6057.085956725543,Low Value,1.15,0.9,4.0,1.0,Robert,Clark,Medium,2,8302.98,Low Priority,1660.596
CUST000088,3.8521560574948666,3928.371481876333,0.65,0.5850000000000001,2.3775000000000004,1.2,4714.0457782516,11207.643837793179,Low Value,1.0,0.9,3.5,1.0,Brittany,Rivas,High,2,15132.7,Low Priority,3026.5400000000004
CUST000089,3.912388774811773,10837.36878936319,0.85,0.765,2.6475,0.9,9753.631910426871,25822.74048285514,Low Value,1.0,0.9,3.5,1.0,Linda,Hogan,Low,2,42400.0,Low Priority,8480.0
CUST000090,2.836413415468857,6563.225197876448,0.85,0.8797499999999999,2.819625,0.9,5906.902678088803,16655.250463706143,Low Value,1.15,0.9,4.0,0.6666666666666666,William,Peterson,Low,2,18616.02,Low Priority,3723.204
CUST000091,1.9082819986310746,995.7071341463416,0.85,0.8415000000000001,2.7622500000000003,0.9,896.1364207317074,2475.3528281661593,Low Value,0.9,1.1,3.3333333333333335,1.0,Cynthia,Poole,Low,2,1900.0900000000001,Low Priority,380.01800000000003
CUST000093,5.3552361396303905,1260.7137806748465,0.75,0.6075,2.41125,1.0,1260.7137806748465,3039.8961036522232,Low Value,0.9,0.9,3.0,0.0,Marcus,Sanchez,Medium,2,6751.42,Low Priority,1350.284
CUST000094,5.489390828199863,580.13905361596,0.85,0.935,2.9025,0.9,522.125148254364,1515.4682428082915,Low Value,1.0,1.1,3.5,1.0,Cheryl,Gray,Low,2,3184.6099999999997,Low Priority,636.922
CUST000096,1.297741273100616,42381.329113924054,0.75,0.675,2.5125,1.0,42381.329113924054,106483.0893987342,High Value,1.0,0.9,3.5,1.0,Stacy,Miller,Medium,2,55000.0,Low Priority,11000.0
CUST000103,4.9253935660506505,776.8678682601445,0.75,0.6075,2.41125,1.0,776.8678682601445,1873.2226473422734,Low Value,0.9,0.9,3.0,0.5,Heidi,Martinez,Medium,2,3826.38,Low Priority,765.2760000000001
CUST000107,2.6091718001368926,1997.3541028331585,0.75,0.77625,2.6643749999999997,1.0,1997.3541028331585,5321.700337736096,Low Value,1.15,0.9,4.0,1.0,Caitlin,Montgomery,Medium,2,5211.4400000000005,Low Priority,1042.2880000000002
CUST000112,3.0965092402464065,806.4855636604775,0.85,0.6120000000000001,2.418,0.9,725.8370072944298,1755.0738836379314,Low Value,0.8,0.9,2.5,0.25,Donna,Peck,Low,2,2497.29,Low Priority,499.458
CUST000113,1.2457221081451062,6488.260862637362,0.85,0.765,2.6475,0.9,5839.434776373626,15459.903570449174,Low Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Rebekah,Serrano,Low,2,8082.57,Low Priority,1616.5140000000001
CUST000114,2.3627652292950034,7400.781839513326,0.75,0.675,2.5125,1.0,7400.781839513326,18594.464371777234,Low Value,1.0,0.9,3.5,0.5,Madison,Morse,Medium,2,17486.31,Low Priority,3497.2620000000006
CUST000116,4.952772073921971,3412.2305140961857,0.75,0.675,2.5125,1.0,3412.2305140961857,8573.229166666668,Low Value,1.0,0.9,3.5,1.0,Jessica,Munoz,Medium,2,16900.0,Low Priority,3380.0
CUST000122,4.008213552361396,1558.360081967213,0.85,0.6885,2.53275,0.9,1402.524073770492,3552.2428478422135,Low Value,0.9,0.9,3.25,1.0,Jacob,Cox,Low,2,6246.24,Low Priority,1249.248
CUST000123,1.6509240246406571,2912.453830845771,0.85,0.95,2.925,0.9,2621.208447761194,7667.034709701492,Low Value,1.15,1.1,4.0,1.0,Joseph,Anderson,Low,2,4808.24,Low Priority,961.648
CUST000125,2.5571526351813825,2127.3231504282653,0.75,0.7425000000000002,2.6137500000000005,1.0,2127.3231504282653,5560.290884431879,Low Value,0.9,1.1,3.25,0.5,Jeffrey,Skinner,Medium,2,5439.889999999999,Low Priority,1087.9779999999998
CUST000130,5.44558521560575,15593.321312217193,0.75,0.6075,2.41125,1.0,15593.321312217193,37599.39601408371,Medium Value,0.9,0.9,3.0,0.6666666666666666,Kathryn,Bennett,Medium,2,84914.76,Medium Priority,33965.904
CUST000133,3.8247775496235454,15948.639942734431,0.85,0.765,2.6475,0.9,14353.775948460989,38001.621823550464,Medium Value,1.0,0.9,3.8,0.6,Morgan,Alexander,Low,2,61000.0,Medium Priority,24400.0
CUST000134,2.759753593429158,2351.5070386904763,0.75,0.77625,2.6643749999999997,1.0,2351.5070386904763,6265.296566210937,Low Value,1.15,0.9,4.0,1.0,Tara,Jones,Medium,2,6489.58,Low Priority,1297.9160000000002
CUST000147,3.991786447638604,648.7796965020576,0.75,0.6075,2.41125,1.0,648.7796965020576,1564.3700431905863,Low Value,0.9,0.9,3.0,0.0,Erin,Taylor,Medium,2,2589.79,Low Priority,517.958
CUST000148,2.5845311430527036,5652.916986228814,0.85,0.6885,2.53275,0.9,5087.6252876059325,12885.682947183926,Low Value,0.9,0.9,3.0,0.3333333333333333,Arthur,Diaz,Low,2,14610.14,Low Priority,2922.0280000000002
CUST000149,1.516769336071184,4654.188235559567,0.85,0.6885,2.53275,0.9,4188.76941200361,10609.105728252145,Low Value,0.9,0.9,3.0,0.0,Gregory,Anderson,Low,2,7059.33,Low Priority,1411.866
CUST000155,3.8302532511978096,1257.4494907076485,0.75,0.6075,2.41125,1.0,1257.4494907076485,3032.025084468817,Low Value,0.9,0.9,3.0,1.0,Kevin,Ortiz,Medium,2,4816.35,Low Priority,963.2700000000001
CUST000158,1.8535249828884326,1090.3710598227476,0.85,0.6120000000000001,2.418,0.9,981.3339538404729,2372.8655003862636,Low Value,0.8,0.9,2.8,0.6,Ricky,Lynn,Low,2,2021.0300000000002,Low Priority,404.2060000000001
CUST000163,0.1806981519507187,11940.907954545453,0.85,0.7480000000000001,2.622,0.9,10746.817159090908,28178.154591136357,Medium Value,0.8,1.1,2.5,0.6666666666666666,Aaron,Garrison,Low,2,2157.7,Medium Priority,863.0799999999999
CUST000164,1.2073921971252566,8079.445952380953,0.85,0.6885,2.53275,0.9,7271.501357142858,18416.895062303574,Low Value,0.9,0.9,3.0,1.0,Donna,Johnson,Low,2,9755.06,Low Priority,1951.012
CUST000165,3.4195756331279945,4207.88470376301,0.75,0.675,2.5125,1.0,4207.88470376301,10572.310318204563,Low Value,1.0,0.9,3.5,1.0,Alfred,Baker,Medium,2,14389.18,Low Priority,2877.8360000000002
CUST000167,3.682409308692676,4624.5999758364305,0.65,0.5265000000000001,2.28975,1.2,5549.519971003717,12707.013353605762,Low Value,0.9,0.9,3.25,0.75,Jessica,Kerr,High,2,17029.67,Low Priority,3405.9339999999997
CUST000169,1.1854893908281998,4553.866143187067,0.85,0.6885,2.53275,0.9,4098.47952886836,10380.424026741339,Low Value,0.9,0.9,3.0,0.0,Eddie,Martinez,Low,2,5398.5599999999995,Low Priority,1079.712
CUST000170,2.9048596851471595,9983.270499528746,0.75,0.675,2.5125,1.0,9983.270499528746,25082.967130065976,Low Value,1.0,0.9,3.5,1.0,William,Jordan,Medium,2,29000.0,Low Priority,5800.0
CUST000175,4.388774811772758,2329.0850951341235,0.75,0.5400000000000001,2.3100000000000005,1.0,2329.0850951341235,5380.186569759827,Low Value,0.8,0.9,1.0,1.0,Rodney,Moon,Medium,2,10221.83,Low Priority,2044.366
CUST000177,1.7741273100616017,9920.37037037037,0.85,0.6885,2.53275,0.9,8928.333333333334,22613.23625,Low Value,0.9,0.9,3.2,0.8,Michael,Farmer,Low,2,17600.0,Low Priority,3520.0
CUST000179,2.3682409308692676,2180.7494046242773,0.75,0.77625,2.6643749999999997,1.0,2180.7494046242773,5810.334194945808,Low Value,1.15,0.9,4.333333333333333,1.0,Adam,Kane,Medium,2,5164.54,Low Priority,1032.9080000000001
CUST000181,3.8740588637919235,1804.7118657243814,0.85,0.7480000000000001,2.622,0.9,1624.2406791519434,4258.759060736395,Low Value,0.8,1.1,1.5,1.0,Larry,Nguyen,Low,2,6991.5599999999995,Low Priority,1398.312
CUST000182,5.160848733744011,6006.763925729443,0.75,0.675,2.5125,1.0,6006.763925729443,15091.994363395226,Low Value,1.0,0.9,3.5,1.0,Emily,Nelson,Medium,2,31000.0,Low Priority,6200.0
CUST000183,5.418206707734429,1121.4983716523495,0.85,0.935,2.9025,0.9,1009.3485344871146,2929.63412134885,Low Value,1.0,1.1,3.6666666666666665,0.3333333333333333,Jason,Hunt,Low,2,6076.51,Low Priority,1215.3020000000001
CUST000186,4.205338809034908,924.7982568359374,0.75,0.75,2.625,1.0,924.7982568359374,2427.595424194336,Low Value,1.0,1.0,3.6666666666666665,0.6666666666666666,Tyler,Jordan,Medium,1,3889.0899999999997,Low Priority,777.818
CUST000189,3.594798083504449,2261.0588442498097,0.75,0.5400000000000001,2.3100000000000005,1.0,2261.0588442498097,5223.045930217061,Low Value,0.8,0.9,2.5,1.0,Robert,Wilson,Medium,2,8128.05,Low Priority,1625.6100000000001
CUST000190,2.8254620123203287,3327.44519622093,0.75,0.6075,2.41125,1.0,3327.44519622093,8023.3022293877175,Low Value,0.9,0.9,3.0,0.5,Marilyn,Gillespie,Medium,2,9401.57,Low Priority,1880.314
CUST000192,1.626283367556468,23926.771174242425,0.85,0.6120000000000001,2.418,0.9,21534.094056818183,52069.43942938637,Medium Value,0.8,0.9,1.0,0.0,William,Wilson,Low,2,38911.71,Medium Priority,15564.684000000001
CUST000196,0.30937713894592744,19959.45796460177,0.75,0.6075,2.41125,1.0,19959.45796460177,48127.243017146015,Medium Value,0.9,0.9,3.0,0.6666666666666666,Taylor,Welch,Medium,2,6175.0,Medium Priority,2470.0
CUST000206,2.940451745379877,1023.2917458100557,0.85,0.935,2.9025,0.9,920.9625712290501,2673.093862992318,Low Value,1.0,1.1,3.5,0.5,Rodney,Cox,Low,1,3008.9399999999996,Low Priority,601.7879999999999
CUST000208,5.130732375085558,1114.3652761472786,0.85,0.765,2.6475,0.9,1002.9287485325507,2655.2538617399277,Low Value,1.0,0.9,3.5,1.0,Mary,Stephenson,Low,2,5717.51,Low Priority,1143.5020000000002
CUST000213,0.7802874743326489,3969.011552631579,0.75,0.75,2.625,1.0,3969.011552631579,10418.655325657895,Low Value,1.0,1.0,3.5,0.5,Allison,Burch,Medium,1,3096.9700000000003,Low Priority,619.3940000000001
CUST000216,1.212867898699521,12432.664774266364,0.75,0.6075,2.41125,1.0,12432.664774266364,29978.26293694977,Medium Value,0.9,0.9,3.0,0.75,Stacey,Walker,Medium,2,15079.18,Medium Priority,6031.6720000000005
CUST000217,1.730321697467488,5594.711095727848,0.75,0.6075,2.41125,1.0,5594.711095727848,13490.247129573774,Low Value,0.9,0.9,3.0,0.0,Randy,Brooks,Medium,2,9680.65,Low Priority,1936.13
CUST000223,0.8761122518822724,7647.855609375,0.75,0.5400000000000001,2.3100000000000005,1.0,7647.855609375,17666.546457656255,Low Value,0.8,0.9,2.0,1.0,Michael,Duncan,Medium,2,6700.38,Low Priority,1340.076
CUST000224,0.6105407255304586,7411.299215246637,0.85,0.8797499999999999,2.819625,0.9,6670.169293721973,18807.376094810817,Low Value,1.15,0.9,5.0,1.0,Stephanie,Stephens,Low,2,4524.9,Low Priority,904.98
CUST000228,1.9247091033538672,1700.0439153627312,0.75,0.5400000000000001,2.3100000000000005,1.0,1700.0439153627312,3927.10144448791,Low Value,0.8,0.9,2.8333333333333335,0.8333333333333334,Lisa,Brown,Medium,2,3272.09,Low Priority,654.4180000000001
CUST000234,3.033538672142368,6219.014174187726,0.85,0.95,2.925,0.9,5597.112756768954,16371.554813549188,Low Value,1.15,1.0,4.0,1.0,Kirk,Morrison,Low,2,18865.62,Low Priority,3773.124
CUST000235,2.7871321013004793,377.12600687622785,0.85,0.935,2.9025,0.9,339.41340618860505,985.1474114624261,Low Value,1.0,1.1,3.5,1.0,Bobby,Berg,Low,1,1051.1,Low Priority,210.22
CUST000239,3.4086242299794662,845.2765120481928,0.85,0.6885,2.53275,0.9,760.7488608433736,1926.7866773010544,Low Value,0.9,0.9,3.3333333333333335,1.0,Kathryn,Berry,Low,2,2881.23,Low Priority,576.246
CUST000244,2.2039698836413417,8832.54355900621,0.75,0.6075,2.41125,1.0,8832.54355900621,21297.47065665372,Low Value,0.9,0.9,3.0,0.8,Jeffrey,Galloway,Medium,2,19466.66,Low Priority,3893.3320000000003
CUST000248,4.553045859000685,2041.0688334335537,0.65,0.5265000000000001,2.28975,1.2,2449.2826001202643,5608.244833625376,Low Value,0.9,0.9,3.0,1.0,Natalie,Deleon,High,2,9293.08,Low Priority,1858.616
CUST000249,0.15331964407939766,7261.496116071428,0.85,0.8415000000000001,2.7622500000000003,0.9,6535.346504464285,18052.260881956474,Low Value,0.9,1.1,3.0,0.5,Marie,Holmes,Low,2,1113.33,Low Priority,222.666
CUST000250,3.2799452429842573,17439.31552587646,0.75,0.6075,2.41125,1.0,17439.31552587646,42050.549561769614,Medium Value,0.9,0.9,3.0,0.5,Patty,Singleton,Medium,2,57200.0,Medium Priority,22880.0
CUST000251,0.7227926078028748,0.0,0.85,0.8415000000000001,2.7622500000000003,0.9,0.0,0.0,Low Value,0.9,1.1,3.0,1.0,Kevin,Ferguson,Low,0,0.0,Low Priority,0.0
CUST000252,4.0629705681040384,2350.898151954178,0.85,0.6885,2.53275,0.9,2115.80833675876,5358.81356492575,Low Value,0.9,0.9,3.4,0.8,Claudia,Winters,Low,2,9551.630000000001,Low Priority,1910.3260000000002
CUST000255,2.948665297741273,16278.551532033427,0.85,0.765,2.6475,0.9,14650.696378830085,38787.71866295265,Medium Value,1.0,0.9,3.5,0.5,Richard,Chavez,Low,1,48000.0,Medium Priority,19200.0
CUST000259,3.4524298425735798,887.9659080095162,0.85,0.765,2.6475,0.9,799.1693172085646,2115.800767309675,Low Value,1.0,0.9,3.5,1.0,Lisa,Peck,Low,2,3065.64,Low Priority,613.128
CUST000260,1.4702258726899384,4081.0055865921786,0.85,0.765,2.6475,0.9,3672.905027932961,9724.016061452514,Low Value,1.0,0.9,3.5,1.0,Victor,Parker,Low,2,6000.0,Low Priority,1200.0
CUST000264,4.843258042436688,1314.9805243075184,0.75,0.6075,2.41125,1.0,1314.9805243075184,3170.7467892365034,Low Value,0.9,0.9,3.3333333333333335,1.0,Angela,Jones,Medium,2,6368.790000000001,Low Priority,1273.7580000000003
CUST000269,4.369609856262834,6903.083110902256,0.85,0.6885,2.53275,0.9,6212.77479981203,15735.40537422392,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,William,Hicks,Low,2,30163.78,Low Priority,6032.756
CUST000270,4.566735112936345,328.56952787769785,0.85,0.7480000000000001,2.622,0.9,295.71257508992807,775.3583718857914,Low Value,0.8,1.1,2.25,0.25,Micheal,Nunez,Low,1,1500.49,Low Priority,300.098
CUST000271,1.0458590006844628,766.9293848167539,0.85,0.935,2.9025,0.9,690.2364463350785,2003.4112854875655,Low Value,1.0,1.1,3.5,1.0,Crystal,Carlson,Low,1,802.1,Low Priority,160.42000000000002
CUST000275,1.7138945927446954,38275.39936102236,0.85,0.935,2.9025,0.9,34447.85942492013,99984.91198083066,High Value,1.0,1.1,3.5,0.5,Janice,Stone,Low,2,65600.0,High Priority,39360.0
CUST000278,4.05201916495551,1556.6140591216215,0.75,0.6075,2.41125,1.0,1556.6140591216215,3753.3856500570096,Low Value,0.9,0.9,3.25,0.75,Hannah,Burns,Medium,2,6307.43,Low Priority,1261.486
CUST000281,0.971937029431896,10168.457112676057,0.75,0.6075,2.41125,1.0,10168.457112676057,24518.69221294014,Low Value,0.9,0.9,3.0,0.3333333333333333,Timothy,Harris,Medium,2,9883.1,Low Priority,1976.6200000000001
CUST000283,3.676933607118412,1014.3424925539837,0.75,0.6075,2.41125,1.0,1014.3424925539837,2445.833335170793,Low Value,0.9,0.9,3.0,0.5,Brian,Gutierrez,Medium,2,3729.67,Low Priority,745.9340000000001
CUST000288,0.5503080082135524,7705.484813432834,0.85,0.95,2.925,0.9,6934.936332089551,20284.688771361936,Low Value,1.15,1.1,4.0,0.6666666666666666,Albert,Bradley,Low,2,4240.389999999999,Low Priority,848.078
CUST000292,4.131416837782341,1709.0359741550694,0.75,0.675,2.5125,1.0,1709.0359741550694,4293.952885064612,Low Value,1.0,0.9,3.6,1.0,Richard,Davis,Medium,2,7060.74,Low Priority,1412.1480000000001
CUST000293,3.1101984941820673,1264.7681514084506,0.75,0.6075,2.41125,1.0,1264.7681514084506,3049.6722050836265,Low Value,0.9,0.9,3.0,1.0,Patrick,Griffin,Medium,2,3933.68,Low Priority,786.736
CUST000294,5.040383299110198,20783.18528245519,0.75,0.6075,2.41125,1.0,20783.18528245519,50113.45551232008,Medium Value,0.9,0.9,3.0,1.0,Alexander,Valdez,Medium,2,104755.22,Medium Priority,41902.088
CUST000296,2.414784394250513,2718.9301105442178,0.85,0.95,2.925,0.9,2447.037099489796,7157.583516007653,Low Value,1.15,1.0,4.0,0.0,Jeffrey,Anderson,Low,2,6565.63,Low Priority,1313.1260000000002
CUST000297,1.8590006844626967,9056.586229749633,0.75,0.6075,2.41125,1.0,9056.586229749633,21837.693546483802,Low Value,0.9,0.9,3.0,0.0,Jacqueline,Durham,Medium,2,16836.2,Low Priority,3367.2400000000002
CUST000298,4.462696783025325,896.3190184049081,0.75,0.675,2.5125,1.0,896.3190184049081,2252.001533742332,Low Value,1.0,0.9,3.5,1.0,Alicia,Rice,Medium,1,4000.0,Low Priority,800.0
CUST000300,1.0239561943874058,5152.603235294118,0.85,0.765,2.6475,0.9,4637.3429117647065,12277.365358897061,Low Value,1.0,0.9,3.5,1.0,Erin,Love,Low,2,5276.04,Low Priority,1055.208
CUST000301,3.1266255989048597,15697.898084500875,0.75,0.6075,2.41125,1.0,15697.898084500875,37851.556756252736,Medium Value,0.9,0.9,3.4,0.8,Shawn,Palmer,Medium,2,49081.45,Medium Priority,19632.579999999998
CUST000303,1.5030800821355237,4875.548606557377,0.75,0.6075,2.41125,1.0,4875.548606557377,11756.166577561475,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Beth,Williams,Medium,2,7328.34,Low Priority,1465.6680000000001
CUST000305,4.80766598220397,405.6022209567198,0.85,0.6885,2.53275,0.9,365.04199886104783,924.560122615319,Low Value,0.9,0.9,3.3333333333333335,0.6666666666666666,Nicholas,Vance,Low,1,1950.0,Low Priority,390.0
CUST000306,1.1909650924024642,3303.749224137931,0.75,0.77625,2.6643749999999997,1.0,3303.749224137931,8802.426839062498,Low Value,1.15,0.9,4.0,1.0,Felicia,Stanley,Medium,2,3934.65,Low Priority,786.9300000000001
CUST000309,2.9322381930184807,3746.008774509804,0.75,0.5400000000000001,2.3100000000000005,1.0,3746.008774509804,8653.28026911765,Low Value,0.8,0.9,1.0,1.0,Eric,Lopez,Medium,2,10984.19,Low Priority,2196.838
CUST000310,3.7700205338809036,1431.217668845316,0.75,0.675,2.5125,1.0,1431.217668845316,3595.9343929738566,Low Value,1.0,0.9,3.5,0.5,John,Jones,Medium,1,5395.72,Low Priority,1079.144
CUST000312,4.139630390143737,1463.3891021825395,0.75,0.675,2.5125,1.0,1463.3891021825395,3676.7651192336307,Low Value,1.0,0.9,3.5,1.0,William,Roberts,Medium,2,6057.889999999999,Low Priority,1211.578
CUST000317,0.7446954140999316,9585.435689338234,0.85,0.765,2.6475,0.9,8626.89212040441,22839.69688877068,Low Value,1.0,0.9,3.5,1.0,Linda,Melendez,Low,2,7138.23,Low Priority,1427.646
CUST000318,3.5318275154004106,3150.6436686046513,0.75,0.5400000000000001,2.3100000000000005,1.0,3150.6436686046513,7277.986874476746,Low Value,0.8,0.9,2.5,1.0,Paul,Scott,Medium,2,11127.53,Low Priority,2225.5060000000003
CUST000319,4.076659822039699,670.8138817998656,0.85,0.935,2.9025,0.9,603.732493619879,1752.3335627316987,Low Value,1.0,1.1,3.5,1.0,Jenny,Lee,Low,1,2734.68,Low Priority,546.936
CUST000322,0.5530458590006845,1470.7821905940593,0.85,0.935,2.9025,0.9,1323.7039715346534,3842.0507773793315,Low Value,1.0,1.1,3.5,1.0,Heather,Padilla,Low,1,813.41,Low Priority,162.68200000000002
CUST000328,0.8980150581793293,2033.0171341463415,0.85,0.7480000000000001,2.622,0.9,1829.7154207317074,4797.513833158537,Low Value,0.8,1.1,2.5,0.5,Jessica,Bell,Low,2,1825.68,Low Priority,365.136
CUST000331,2.3956194387405887,752.8282542857143,0.85,0.765,2.6475,0.9,677.5454288571428,1793.8015228992856,Low Value,1.0,0.9,3.6666666666666665,0.6666666666666666,Nathaniel,Williamson,Low,1,1803.49,Low Priority,360.69800000000004
CUST000336,0.5147159479808351,5914.679760638298,0.75,0.6075,2.41125,1.0,5914.679760638298,14261.771572839096,Low Value,0.9,0.9,3.4,1.0,Victoria,Santos,Medium,2,3044.38,Low Priority,608.8760000000001
CUST000338,1.891854893908282,1418.7663169319828,0.75,0.675,2.5125,1.0,1418.7663169319828,3564.650371291607,Low Value,1.0,0.9,3.5,1.0,Ariel,Hodge,Medium,2,2684.1000000000004,Low Priority,536.82
CUST000339,1.377138945927447,76734.63909542742,0.75,0.6075,2.41125,1.0,76734.63909542742,185026.39851884937,High Value,0.9,0.9,3.0,0.0,Rachel,Schwartz,Medium,2,105674.26,Low Priority,21134.852
